N,alpha,M,conc_succ_prob,kappa_med,sigma_rel_med,sigma_abs_med,max_w_95per,pos_prob,nan_prob
22,1.375,94,0.0,0.7624696185696748,124453.86612073405,1.5041339433974905,5.5819467705308625,0.0,0.0
22,1.75,120,0.0,0.7620374720702321,121857.85175765627,1.1966605625397122,4.934648944315289,0.0,0.0
22,2.125,145,0.001,0.7621065447077331,171592.40793358412,1.1136723993589306,4.265741029670283,0.0,0.0
22,2.5,171,0.002,0.7618727992895636,171284.60177363668,0.960395114235078,3.8776076462165214,0.0,0.0
22,2.875,196,0.007,0.7618929267029471,212767.8212684567,0.8854479762094768,3.5134179356197,0.0,0.0
22,3.25,222,0.01,0.7618874984442187,201030.23984396702,0.8258427671933669,3.4456050239221323,0.0,0.0
22,3.625,247,0.024,0.76184859757884,232377.1400733337,0.760877878669246,3.2789992447580794,0.0,0.0
22,4.0,273,0.04,0.7618248021556338,244710.25939639227,0.7183690333915924,3.056066154585133,0.0,0.0
22,4.375,298,0.073,0.7618097134217485,257620.57836676162,0.6854405679183347,3.028648753400632,0.0,0.0
22,4.75,324,0.081,0.7618178764926311,251910.84650979913,0.6704395998613314,3.106120971192726,0.0,0.0
22,5.125,349,0.133,0.7617984532090782,270454.4250912707,0.6287040579303707,2.9336964282822295,0.0,0.0
22,5.5,375,0.181,0.7618095453873905,249396.40911215468,0.5963450619805997,2.915558913898731,0.0,0.0
22,5.875,400,0.222,0.7617992044214286,262993.48309079127,0.5696738003690551,2.878410022249639,0.0,0.0
22,6.25,426,0.26,0.761787224197444,304468.35752296227,0.5550743879457026,2.8063739384807462,0.0,0.0
22,6.625,451,0.318,0.7617923215878929,287743.0484275287,0.5494137446586993,2.728806116454615,0.0,0.0
22,7.0,477,0.365,0.7617889221577047,329935.56356884114,0.5234771058550018,2.664403879829966,0.0,0.0
22,7.375,502,0.418,0.7617912880980335,333339.9509761272,0.5165515482262861,2.627485563442907,0.0,0.0
22,7.75,528,0.431,0.7617888425351725,297014.6531104136,0.49067692952599984,2.6855501903862686,0.0,0.0
22,8.125,553,0.502,0.761788322412803,309982.35463211476,0.4944433110037928,2.6164595217204427,0.0,0.0
22,8.5,579,0.563,0.7617874623515508,328648.12077898276,0.47631858448792996,2.584564010005992,0.0,0.0
22,8.875,604,0.561,0.7617885805466899,333360.4085391633,0.4611587215734332,2.567420624807816,0.0,0.0
22,9.25,630,0.611,0.7617818483918614,335104.01476739545,0.46067024536609924,2.5726569610692875,0.0,0.0
22,9.625,655,0.644,0.7617841052511299,354236.0622939998,0.45478194537950517,2.514240294194669,0.0,0.0
22,10.0,681,0.677,0.7617808348397516,318575.28169958276,0.43212298879575983,2.5106262223004134,0.0,0.0
24,1.0,77,0.0,0.7660396156678775,667331.8515017095,2.0276163846145123,8.089117257551214,0.0,0.0
24,1.375,105,0.0,0.762367342946298,709538.1308892638,1.4911658640060574,5.630318885308891,0.0,0.0
24,1.75,134,0.0,0.7619629277167903,823424.5038285123,1.227332931286295,4.8512180658863855,0.0,0.0
