N,alpha,M,conc_succ_prob,kappa_med,sigma_rel_med,sigma_abs_med,max_w_95per,pos_prob,nan_prob
16,5.125,228,0.0,412.94102797130114,17240.69257710519,3986.894547490766,28642.22741693133,0.0,0.0
16,5.5,244,0.0,323.58695754047574,15798.360700998934,3296.4005329194497,29343.05719181242,0.0,0.0
16,5.875,261,0.0,288.1541739454034,13093.938157223409,3185.568050309184,24378.784015875928,0.0,0.0
16,6.25,278,0.0,254.05014295386417,13119.239673939725,2934.853955217701,21388.817357229116,0.0,0.0
16,6.625,294,0.0,223.93612528039844,10760.703680655275,2547.5774806419877,20732.82465023859,0.0,0.0
16,7.0,311,0.0,218.0630352033807,10439.727287128599,2465.9162283310134,15229.957209772403,0.0,0.0
16,7.375,328,0.0,159.66538593167456,8863.373708039426,2034.9833911162282,14201.2392550261,0.0,0.0
16,7.75,344,0.0,161.19101549076805,7761.974642935099,2025.5196816660132,12984.444572127795,0.0,0.0
16,8.125,361,0.0,135.59042481351992,7412.608514903819,1761.0179901817123,13293.919023557673,0.0,0.0
16,8.5,378,0.0,121.0407853189049,7008.776398118033,1569.1021508193705,11267.786002974248,0.0,0.0
16,8.875,394,0.0,126.66093874499013,7463.789656991403,1720.941008708379,11239.051152274242,0.0,0.0
16,9.25,411,0.0,105.59231936462986,5855.477356230625,1449.3593705598123,9961.279669492333,0.0,0.0
16,9.625,427,0.0,103.93422735862269,5919.295866496192,1486.9895839108597,8840.18849622798,0.0,0.0
16,10.0,444,0.0,88.7715915625657,5598.732692530846,1320.7293485265695,8722.343697370576,0.0,0.0
18,1.0,53,0.0,480308.46315925167,5.953550009802142e6,1.8506893044870335e6,1.940881098867187e7,0.0,1.0
18,1.375,72,0.0,191130.61764965154,4.069979066083261e6,839369.4507411969,7.5214352071794355e6,0.0,1.0
18,1.75,92,0.0,83038.92081320359,2.511398981079122e6,376948.2410659959,3.6805848223799625e6,0.0,0.0
18,2.125,111,0.0,47784.43182382972,1.7899391728823646e6,243155.4142984491,2.697418962792449e6,0.0,0.0
18,2.5,131,0.0,24633.547306532855,971246.3796641856,149231.22896469687,1.4010195054424577e6,0.0,0.0
18,2.875,150,0.0,17003.447662758565,737186.5889645178,109711.32024150382,985456.3382153708,0.0,0.0
18,3.25,170,0.0,11052.208952003646,486164.5651848286,85239.6846454892,651119.8682040622,0.0,0.0
18,3.625,189,0.0,8423.555119314797,385365.025815247,66767.68685391449,526625.474306837,0.0,0.0
18,4.0,209,0.0,5914.198136106498,311934.72459624545,51006.736045455946,437876.6742244137,0.0,0.0
18,4.375,228,0.0,5450.580940738462,271007.4506676163,46742.442236964635,345305.12694710906,0.0,0.0
18,4.75,248,0.0,3814.6268752597275,205513.8479526494,36652.90464191057,310349.25026446505,0.0,0.0
18,5.125,267,0.0,3169.92541349175,185962.60182047205,32706.865991449427,266805.40065017965,0.0,0.0
18,5.5,287,0.0,2526.0061476251194,135199.29861237283,25898.444377419135,226929.9356501597,0.0,0.0
18,5.875,306,0.0,2280.083655631787,138763.33505911153,24926.720893590817,176255.5915608287,0.0,0.0
18,6.25,326,0.0,2120.7151987089155,136502.02112737874,24438.990123636693,160575.49686818503,0.0,0.0
18,6.625,345,0.0,1518.4686817371476,91833.04340783259,18499.26106580889,148404.1669934379,0.0,0.0
18,7.0,365,0.0,1413.4505743870911,87510.40556765441,17165.19000066317,133949.10601530893,0.0,0.0
18,7.375,384,0.0,1132.9853880903725,74559.95821216596,13838.344767763356,110897.24580850039,0.0,0.0
18,7.75,404,0.0,1187.9012409796383,75734.62886093903,14849.580163091614,109626.44311605551,0.0,0.0
18,8.125,423,0.0,1039.320178638117,72421.41760347846,14431.480539797607,93151.77945665325,0.0,0.0
18,8.5,443,0.0,842.2199199045929,61115.61184124251,11644.876775836174,83945.98545044537,0.0,0.0
18,8.875,462,0.0,757.1067336769693,52239.705915671904,10630.545331266872,93064.1997895606,0.0,0.0
18,9.25,482,0.0,729.4195183115373,52321.64165067777,10609.97189576417,75117.80392908043,0.0,0.0
18,9.625,501,0.0,645.1463419148638,44792.502196678004,9514.010417905785,70120.26181892787,0.0,0.0
18,10.0,521,0.0,671.7754230602404,50118.54838810467,10033.187054499529,72485.55606731237,0.0,0.0
20,1.0,60,0.0,670928.8746109009,8.360090679456303e6,2.5894359864265164e6,2.5482742939515308e7,0.0,2.0
20,1.375,83,0.0,487051.45795810653,7.950635776817486e6,2.1325859907461666e6,1.6763538755078122e7,0.0,0.0
20,1.75,105,0.0,365270.69126144866,7.614090849847004e6,1.7165187031930843e6,1.5647814420164786e7,0.0,0.0
